"Your money and your brain : how the new science of neuroeconomics can help make you rich","Zweig, Jason.","1/1/2007",abqLib
"Balance : in search of the lost sense","McCredie, Scott.","1/1/2007",abqLib
"The theatre of Tennessee Williams.","Williams, Tennessee, 1911-1983.","1/1/1971",abqLib
"Loser goes first : my thirty-something years of dumb luck and minor humiliation","Kennedy, Dan, 1967-","1/1/2003",abqLib
"Vermeer","D'Adda, Roberta.","1/1/2005",abqLib
"50 artists you should know","Köster, Thomas.","1/1/2006",abqLib
"Vermeer and his contemporaries","Slatkes, Leonard J.","1/1/1981",abqLib
"Vermeer : the complete works","Wheelock, Arthur K., Jr., 1943-","1/1/1997",abqLib
"Charlatan : America's most dangerous huckster, the man who pursued him, and the age of flimflam","Brock, Pope.","1/1/2008",abqLib
"Pornified : how pornography is transforming our lives, our relationships, and our families","Paul, Pamela.","1/1/2005",abqLib
"Parenting, Inc. : how we are sold on $800 strollers, fetal education, baby sign language, sleeping coaches, toddler couture, and diaper wipe warmers and what it means for our children","Paul, Pamela.","1/1/2008",abqLib
"The family trade","Stross, Charles.","1/1/2004",abqLib
"Irreligion : a mathematician explains why the arguments for God just don't add up","Paulos, John Allen.","1/1/2008",abqLib
"Perfectly reasonable deviations from the beaten track : selected letters of Richard P. Feynman","Feynman, Richard P. (Richard Phillips), 1918-1988.","1/1/2005",abqLib
"The pirate's dilemma : how youth culture is reinventing capitalism","Mason, Matt (Matt James)","1/1/2008",abqLib
"The rest is noise : listening to the twentieth century","Ross, Alex, 1968-","1/1/2007",abqLib
"The four pillars of investing : lessons for building a winning portfolio","Bernstein, William J.","1/1/2002",abqLib
"Gods behaving badly : a novel","Phillips, Marie, 1976-","1/1/2007",abqLib
"Twinkie, deconstructed : my journey to discover how the ingredients found in processed foods are grown, mined (yes, mined), and manipulated into what America eats","Ettlinger, Steve.","1/1/2007",abqLib
"Evil in modern thought : an alternative history of philosophy","Neiman, Susan.","1/1/2002",abqLib
"The trillion dollar meltdown : easy money, high rollers, and the great credit crash","Morris, Charles R.","1/1/2008",abqLib
"Wilde west","Satterthwait, Walter.","1/1/1991",abqLib
"Masquerade","Satterthwait, Walter.","1/1/1998",abqLib
"Accustomed to the dark : a Joshua Croft mystery","Satterthwait, Walter.","1/1/1996",abqLib
"The numbers behind NUMB3RS : solving crime with mathematics","Devlin, Keith J.","1/1/2007",abqLib
"Vintage cottages","English, Molly Hyde.","1/1/2007",abqLib
"The Medici effect : breakthrough insights at the intersection of ideas, concepts, and cultures","Johansson, Frans.","1/1/2004",abqLib
"The thing about life is that one day you'll be dead","Shields, David, 1956-","1/1/2008",abqLib
"The stuff of thought : language as a window into human nature","Pinker, Steven, 1954-","1/1/2007",abqLib
"Let's go. Costa Rica.","Pinker, Steven, 1954-","1/1/2003",abqLib
"Frommer's Panama.","Pinker, Steven, 1954-","1/1/2007",abqLib
"The rough guide to first-time Latin America : everything you need to know before you go","Brown, Polly.","1/1/2003",abqLib
"Frommer's Hawaii.","Brown, Polly.","1/1/1997",abqLib
"Fodor's Hawaii.","Brown, Polly.","1/1/1988",abqLib
"Eyewitness travel guides. Pacific Northwest.","Brown, Polly.","1/1/2003",abqLib
"Driving the Pacific Coast. Oregon & Washington","Oberrecht, Kenn.","1/1/2000",abqLib
"Pacific Northwest : Washington, Oregon, British Columbia, Alberta, Yukon : the rough guide","Jepson, Tim.","1/1/1998",abqLib
"Rex Libris : I, librarian","Turner, James.","1/1/2007",abqLib
"The great risk shift : the assault on American jobs, families, health care, and retirement and how you can fight back","Hacker, Jacob S.","1/1/2006",abqLib
"The comprehensible cosmos : where do the laws of physics come from?","Stenger, Victor J., 1935-","1/1/2006",abqLib
"A year in the world : journey of a passionate traveller","Mayes, Frances.","1/1/2006",abqLib
"A model summer","Porizkova, Paulina.","1/1/2007",abqLib
"The canon : a whirligig tour of the beautiful basics of science","Angier, Natalie.","1/1/2007",abqLib
"Spanking the donkey : dispatches from the dumb season","Taibbi, Matt.","1/1/2005",abqLib
"God : the failed hypothesis : how science shows that God does not exist","Stenger, Victor J., 1935-","1/1/2007",abqLib
"Crashing through : [a story of risk, adventure, and the man who dared to see]","Kurson, Robert.","1/1/2007",abqLib
"Musicophilia : tales of music and the brain","Sacks, Oliver W.","1/1/2007",abqLib
"The fruit hunters : a story of nature, adventure, commerce and obsession","Gollner, Adam, 1976-","1/1/2008",abqLib
"Gibbon's decline and fall : a novel","Tepper, Sheri S.","1/1/1996",abqLib
"The family tree","Tepper, Sheri S.","1/1/1997",abqLib
"The starfish and the spider : the unstoppable power of leaderless organizations","Brafman, Ori.","1/1/2006",abqLib
"The man who made lists : love, death, madness, and the creation of Roget's Thesaurus","Kendall, Joshua C., 1960-","1/1/2008",abqLib
"Where mathematics comes from : how the embodied mind brings mathematics into being","Lakoff, George.","1/1/2000",abqLib
"Predictably irrational : the hidden forces that shape our decisions","Ariely, Dan.","1/1/2008",abqLib
"The post-American world","Zakaria, Fareed.","1/1/2008",abqLib
"The paradox of choice : why more is less","Schwartz, Barry, 1946-","1/1/2004",abqLib
"The Pixar touch : the making of a company","Price, David A.","1/1/2008",abqLib
"Home : a memoir of my early years","Andrews, Julie.","1/1/2008",abqLib
"Crashing through : a story of risk, adventure, and the man who dared to see","Kurson, Robert.","1/1/2007",abqLib
"Garbage land : on the secret trail of trash","Royte, Elizabeth.","1/1/2005",abqLib
"Giotto's hand [large print]","Pears, Iain.","1/1/1998",abqLib
"Blue highways : a journey into America","Heat Moon, William Least.","1/1/1982",abqLib
"The black swan : the impact of the highly improbable","Taleb, Nassim Nicholas, 1960-","1/1/2007",abqLib
"Fooled by randomness : the hidden role of chance in the markets and in life","Taleb, Nassim Nicholas, 1960-","1/1/2001",abqLib
"The Bernini bust [large print]","Pears, Iain.","1/1/1995",abqLib
"The portrait","Pears, Iain.","1/1/2005",abqLib
"The immaculate deception","Pears, Iain.","1/1/2000",abqLib
"The leopard","Tomasi di Lampedusa, Giuseppe, 1896-1957.","1/1/1960",abqLib
"My stroke of insight : a brain scientist's personal journey ","Taylor, Jill Bolte, 1959-","1/1/2006",abqLib
"Train your mind, change your brain : how a new science reveals our extraordinary potential to transform ourselves","Begley, Sharon, 1956-","1/1/2007",abqLib
"In defense of food [large print] : an eater's manifesto","Pollan, Michael.","1/1/2008",abqLib
"The jungles of randomness : a mathematical safari","Peterson, Ivars.","1/1/1998",abqLib
"Chances are-- : adventures in probability","Kaplan, Michael.","1/1/2005",abqLib
"Do travel writers go to hell? : a swashbuckling tale of high adventures, questionable ethics, and professional hedonism","Kohnstamm, Thomas B.","1/1/2008",abqLib
"Struck by lightning : the curious world of probabilities","Rosenthal, Jeffrey S. (Jeffrey Seth)","1/1/2006",abqLib
"Sunshine","McKinley, Robin.","1/1/2003",abqLib
"The open road : the global journey of the fourteenth Dalai Lama","Iyer, Pico.","1/1/2008",abqLib
"Tales of the city","Maupin, Armistead.","1/1/1978",abqLib
"The delighted states : a book of novels, romances, & their unknown translators, containing ten languages, set on four continents & accompanied by maps, portraits, squiggles, illustrations & a variety of helpful indexes","Thirlwell, Adam, 1978-","1/1/2007",abqLib
"Nixonland : the rise of a president and the fracturing of America","Perlstein, Rick, 1969-","1/1/2008",abqLib
"It's all too much : an easy plan for living a richer life with less stuff","Walsh, Peter, 1956-","1/1/2007",abqLib
"Man's search for meaning","Frankl, Viktor E. (Viktor Emil), 1905-1997.","1/1/1984",abqLib
"The arrival","Tan, Shaun.","1/1/2006",abqLib
"Being dead","Crace, Jim.","1/1/2000",abqLib
"A whole new mind : moving from the information age to the conceptual age","Pink, Daniel H.","1/1/2005",abqLib
"The loved one [large print]","Waugh, Evelyn, 1903-1966.","1/1/1999",abqLib
"Physics of the impossible : a scientific exploration into the world of phasers, force fields, teleportation, and time travel","Kaku, Michio.","1/1/2008",abqLib
"Dead as a doornail : a Sookie Stackhouse southern vampire mystery","Harris, Charlaine.","1/1/2005",abqLib
"The long tail : why the future of business is selling less of more","Anderson, Chris, 1961-","1/1/2008",abqLib
"Il gattopardo [videorecording (DVD)] = The leopard","Anderson, Chris, 1961-","1/1/2004",abqLib
"Bonk : the curious coupling of science and sex","Roach, Mary.","1/1/2008",abqLib
"On writing [sound recording (CASS)] : a memoir of the craft","King, Stephen, 1947-","1/1/2000",abqLib
"My name is Will : a novel of sex, drugs, and Shakespeare","Winfield, Jess.","1/1/2008",abqLib
"Moral clarity : a guide for grown-up idealists","Neiman, Susan.","1/1/2008",abqLib
"The anatomist : a true story of Gray's anatomy","Hayes, Bill, 1961-","1/1/2008",abqLib
"Bad money : reckless finance, failed politics, and the global crisis of American capitalism","Phillips, Kevin.","1/1/2008",abqLib
"Psychogeography : disentangling the modern conundrum of psyche and place","Self, Will.","1/1/2007",abqLib
"Nature girl [large print]","Hiaasen, Carl.","1/1/2006",abqLib
"Good guys and bad guys : behind the scenes with the saints and scoundrels of American business (and everything in between)","Nocera, Joseph.","1/1/2008",abqLib
"Pigeons : the fascinating saga of the world's most revered and reviled bird","Blechman, Andrew D.","1/1/2006",abqLib
"Skinny dip","Hiaasen, Carl.","1/1/2004",abqLib
"Books : a memoir","McMurtry, Larry.","1/1/2008",abqLib
"Deer hunting with Jesus : dispatches from America's class war","Bageant, Joe.","1/1/2007",abqLib
"Frank Miller's Sin City. vol. 1. The hard goodbye","Miller, Frank, 1957-","1/1/2005",abqLib
"Batman : the Dark Knight returns","Miller, Frank, 1957-","1/1/1996",abqLib
"Against the gods : the remarkable story of risk","Bernstein, Peter.","1/1/",abqLib
"Are you there vodka? It's me Chelsea","Handler, Chelsea.","1/1/2008",abqLib
"The Nimrod flipout","Keret, Etgar, 1967-","1/1/2006",abqLib
"Seven for a secret","Reed, Mary.","1/1/2008",abqLib
"The adventures of Hershel of Ostropol","Kimmel, Eric A.","1/1/1995",abqLib
"Traffic : why we drive the way we do (and what it says about us)","Vanderbilt, Tom.","1/1/2008",abqLib
"Aristotle and an aardvark go to Washington : understanding political doublespeak through philosophy and jokes","Cathcart, Thomas, 1940-","1/1/2007",abqLib
"Lost in place : growing up absurd in suburbia","Salzman, Mark.","1/1/1995",abqLib
"Waiter rant : thanks for the tip--confessions of a cynical waiter","Salzman, Mark.","1/1/2008",abqLib
"Buying in : the secret dialogue between what we buy and who we are","Walker, Rob, 1968-","1/1/2008",abqLib
"X saves the world : how Generation X got the shaft but can still keep everything from sucking","Gordinier, Jeff.","1/1/2008",abqLib
"The world in six songs : how the musical brain created human nature","Levitin, Daniel J.","1/1/2008",abqLib
"The secular conscience : why belief belongs in public life","Dacey, Austin, 1972-","1/1/2008",abqLib
"Marjorie Morningstar [large print]","Wouk, Herman, 1915-","1/1/1996",abqLib
"The political mind : why you can't understand 21st-century politics with an 18th-century brain","Lakoff, George.","1/1/2008",abqLib
"On writing : a memoir of the craft","King, Stephen, 1947-","1/1/2000",abqLib
"Death comes for the archbishop","Cather, Willa, 1873-1947.","1/1/2001",abqLib
"Zen and now : on the trail of Robert Pirsig and Zen and the art of motorcycle maintenance","Richardson, Mark, 1962-","1/1/2008",abqLib
"The great derangement : a terrifying true story of war, politics, and religion at the twilight of the American empire","Taibbi, Matt.","1/1/2008",abqLib
"Girls like us : Carole King, Joni Mitchell, and Carly Simon--and the journey of a generation","Weller, Sheila.","1/1/2008",abqLib
"First among sequels","Fforde, Jasper.","1/1/2007",abqLib
"Oblivion","Wallace, David Foster.","1/1/2004",abqLib
"The end of food","Roberts, Paul, 1961 August 2-","1/1/2008",abqLib
"The zombie survival guide : complete protection from the living dead","Brooks, Max.","1/1/2003",abqLib
"World War Z : an oral history of the zombie war","Brooks, Max.","1/1/2006",abqLib
"How to talk about books you haven't read","Bayard, Pierre, 1954-","1/1/2007",abqLib
"How to read and why","Bloom, Harold.","1/1/2000",abqLib
"Why read the classics?","Calvino, Italo.","1/1/1999",abqLib
"Songbook","Hornby, Nick.","1/1/2002",abqLib
"Out of sync","Bass, Lance, 1979-","1/1/2007",abqLib
"Superdove : how the pigeon took Manhattan-- and the world","Humphries, Courtney, 1977-","1/1/2008",abqLib
"Spice : the history of a temptation","Turner, Jack.","1/1/2004",abqLib
"Monster of God : the man-eating predator in the jungles of history and the mind","Quammen, David, 1948-","1/1/2003",abqLib
"Why beauty is truth : a history of symmetry","Stewart, Ian, 1945-","1/1/2007",abqLib
"Here comes everybody : the power of organizing without organizations","Shirky, Clay.","1/1/2008",abqLib
"Archbishop Lamy in his own words","Lamy, John Baptist, 1814-1888.","1/1/2000",abqLib
"Yes! : 50 scientifically proven ways to be persuasive","Goldstein, Noah J.","1/1/2008",abqLib
"Shakespeare : the world as stage","Bryson, Bill.","1/1/2007",abqLib
"WXYZ.","Bryson, Bill.","1/1/2007",abqLib
"The black swan : the impact of the highly improbable","Taleb, Nassim Nicholas, 1960-","1/1/2007",abqLib
"The miracle at Speedy Motors","McCall Smith, Alexander, 1948-","1/1/2008",abqLib
"The complete Little Britain radio series. 1","Lucas, Matt, 1974-","1/1/2007",abqLib
"Santa Fe dead","Woods, Stuart.","1/1/2008",abqLib
"Dancing in the streets","Ehrenreich, Barbara.","1/1/2007",abqLib
"Unseen diversity : the world of bacteria","Dyer, Betsey Dexter.","1/1/2008",abqLib
"Plato and a platypus walk into a bar-- : understanding philosophy through jokes","Cathcart, Thomas, 1940-","1/1/2007",abqLib
"Aristotle and an aardvark go to Washington : understanding political doublespeak through philosophy and jokes","Cathcart, Thomas, 1940-","1/1/2008",abqLib
"In defense of food : [an eater's manifesto]","Pollan, Michael.","1/1/2007",abqLib
"A way with words. III : understanding grammar for powerful communication","Drout, Michael D. C., 1968-","1/1/2008",abqLib
"Who is Lou Sciortino?","Cappellani, Ottavio, 1969-","1/1/2007",abqLib
"The billionaire's vinegar : the mystery of the world's most expensive bottle of wine","Wallace, Benjamin, 1968-","1/1/2008",abqLib
"Why we hate us : American discontent in the new millennium","Meyer, Dick.","1/1/2008",abqLib
"Negotiating with the dead : a writer on writing","Atwood, Margaret, 1939-","1/1/2002",abqLib
"All creatures great and small.","Herriot, James.","1/1/1972",abqLib
"The Drunkard's walk : how randomness rules our lives","Mlodinow, Leonard, 1954-","1/1/2008",abqLib
"Cathedral: the story of its construction.","Macaulay, David.","1/1/1973",abqLib
"Shortcut","Macaulay, David.","1/1/1995",abqLib
"Building the book Cathedral","Macaulay, David.","1/1/1999",abqLib
"Borges, a reader : a selection from the writings of Jorge Luis Borges","Borges, Jorge Luis, 1899-1986.","1/1/1981",abqLib
"Calvino, Italo  Fiabe italiane. English.","Calvino, Italo.","1/1/1980",abqLib
"Radio's comedy teams : the masters of comic timing.","Calvino, Italo.","1/1/2007",abqLib
"All creatures great and small","Herriot, James.","1/1/1992",abqLib
"Underground","Macaulay, David.","1/1/1976",abqLib
"The new way things work","Macaulay, David.","1/1/1998",abqLib
"The uncertain art : thoughts on a life in medicine","Nuland, Sherwin B.","1/1/2008",abqLib
"Killing sacred cows : overcoming the financial myths that are destroying your prosperity","Gunderson, Garrett B.","1/1/2008",abqLib
"Always on : language in an online and mobile world","Baron, Naomi S.","1/1/2008",abqLib
"The building blocks of human life : understanding mature cells and stem cells","Young, John K.","1/1/2007",abqLib
"Heavens above : stars, constellations, and the sky","Kaler, James B.","1/1/2007",abqLib
"Human anatomy : the beauty of form and function","Young, John K.","1/1/2008",abqLib
"Visions of Utopia : philosophy and the perfect society","Baumann, Fred E.","1/1/2008",abqLib
"Understanding movies : the art and history of film","Shargel, Raphael, 1965-","1/1/2008",abqLib
"Philosophy and the law","Mathis, Stephen.","1/1/2008",abqLib
"Odyssey of the West. V, Enlightenment, revolution and renewal : a classic education through great books","Mathis, Stephen.","1/1/2008",abqLib
"The book of imaginary beings [by] Jorge Luis Borges with Margarita Guerrero. Rev., enl., and translated by Norman Thomas di Giovanni in collaboration with the author.","Borges, Jorge Luis, 1899-1986.","1/1/1969",abqLib
"Deaf sentence","Lodge, David, 1935-","1/1/2008",abqLib
"The decline and fall of Rome","Madden, Thomas F.","1/1/2008",abqLib
"Anathem","Stephenson, Neal.","1/1/2008",abqLib
"The Groucho letters : letters from and to Groucho Marx.","Marx, Groucho, 1890-1977.","1/1/1967",abqLib
"Dark side : the inside story of how the war on terror turned into a war on american ideals.","Mayer, Jane.","1/1/2008",abqLib
"Odyssey of the West. IV, Toward Enlightenment : a classic education through great books","Mayer, Jane.","1/1/2008",abqLib
"Lulu in Marrakech","Johnson, Diane, 1934-","1/1/2008",abqLib
"The seventies now : culture as surveillance","Miller, Stephen Paul, 1951-","1/1/1999",abqLib
"Mating","Rush, Norman.","1/1/1991",abqLib
"Can't remember what I forgot : good news from the front lines of memory research","Halpern, Sue.","1/1/2008",abqLib
"The graveyard book","Gaiman, Neil.","1/1/2008",abqLib
"Housekeeping","Robinson, Marilynne.","1/1/1980",abqLib
"Confessions of a tax collector : one man's tour of duty inside the I.R.S.","Yancey, Richard.","1/1/2004",abqLib
"The highly effective detective","Yancey, Richard.","1/1/2006",abqLib
"The highly effective detective goes to the dogs","Yancey, Richard.","1/1/2008",abqLib
"An autobiography : the story of my experiments with truth","Gandhi, Mahatma, 1869-1948.","1/1/1993",abqLib
"Planet Google : one company's audacious plan to organize everything we know","Stross, Randall E.","1/1/2008",abqLib
"Calvino, Italo Prima che tu dica "Pronto". English.","Calvino, Italo.","1/1/1993",abqLib
"Descartes' bones : a skeletal history of the conflict between faith and reason","Shorto, Russell.","1/1/2008",abqLib
"Home","Robinson, Marilynne.","1/1/2008",abqLib
"A concise history of India","Metcalf, Barbara Daly, 1941-","1/1/2001",abqLib
"India after Gandhi : the history of the world's largest democracy","Guha, Ramachandra.","1/1/2007",abqLib
"Gandhi's passion : the life and legacy of Mahatma Gandhi","Wolpert, Stanley A., 1927-","1/1/2001",abqLib
"A higher standard of leadership : lessons from the life of Gandhi","Nair, Keshavan, 1932-","1/1/1994",abqLib
"Gandhi, a pictorial biography","Gold, Gerald.","1/1/1983",abqLib
"Mahatma Gandhi and his apostles","Mehta, Ved, 1934-","1/1/1976",abqLib
"Gandhi and Churchill : the epic rivalry that destroyed an empire and forged our age","Herman, Arthur, 1956-","1/1/2008",abqLib
"The way we work : getting to know the amazing human body","Macaulay, David.","1/1/2008",abqLib
"Making the list : a cultural history of the American bestseller, 1900-1999","Korda, Michael, 1933-","1/1/2001",abqLib
"Why we buy : the science of shopping","Underhill, Paco.","1/1/1999",abqLib
"Housekeeping","Robinson, Marilynne.","1/1/1980",abqLib
"The call of the mall","Underhill, Paco.","1/1/2004",abqLib
"Loneliness : human nature and the need for social connection","Cacioppo, John T.","1/1/2008",abqLib
"India, a history","Keay, John.","1/1/2000",abqLib
"A brief history of India","Daniélou, Alain.","1/1/2003",abqLib
"India","Wood, Michael, 1948-","1/1/2007",abqLib
"Shameful flight : the last years of the British Empire in India","Wolpert, Stanley A., 1927-","1/1/2006",abqLib
"India","Wolpert, Stanley A., 1927-","1/1/2005",abqLib
"The big con : the true story of how Washington got hoodwinked and hijacked by crackpot economics","Chait, Jonathan.","1/1/2007",abqLib
"The lost art of walking : the history, science, philosophy, and literature of pedestrianism","Nicholson, Geoff, 1953-","1/1/2008",abqLib
"So yesterday","Westerfeld, Scott.","1/1/2006",abqLib
"Extras","Westerfeld, Scott.","1/1/2007",abqLib
"The death of Adam : essays on modern thought","Robinson, Marilynne.","1/1/1998",abqLib
"Grown up digital : how the net generation is changing your world","Tapscott, Don, 1947-","1/1/2009",abqLib
"On ugliness","Tapscott, Don, 1947-","1/1/2007",abqLib
"Hospital : man woman birth death infinity, plus red tape, bad behavior, money, God, and diversity on steroids","Salamon, Julie.","1/1/2008",abqLib
"Turning back the clock : hot wars and media populism","Eco, Umberto.","1/1/2007",abqLib
"The brief history of the dead [large print]","Brockmeier, Kevin.","1/1/2006",abqLib
"Panic : the story of modern financial insanity","Brockmeier, Kevin.","1/1/2009",abqLib
"SHAM : how the self-help movement made America helpless","Salerno, Steve.","1/1/2005",abqLib
"History of beauty","Salerno, Steve.","1/1/2004",abqLib
"Home : a novel","Robinson, Marilynne.","1/1/2008",abqLib
"Previously","Ahlberg, Allan.","1/1/2007",abqLib
"The ascent of money : a financial history of the world","Ferguson, Niall.","1/1/2008",abqLib
"Dear American Airlines","Miles, Jonathan.","1/1/2008",abqLib
"The ghost in love","Carroll, Jonathan, 1949-","1/1/2008",abqLib
"Lush life","Price, Richard, 1949-","1/1/2008",abqLib
"Top secret : the truth behind today's pop mysticisms","Price, Robert M., 1954-","1/1/2008",abqLib
"Slapstick : or, Lonesome no more! : a novel","Vonnegut, Kurt.","1/1/1976",abqLib
"The last lecture","Pausch, Randy.","1/1/2008",abqLib
"The geography of bliss : one grump's search for the happiest places in the world","Weiner, Eric.","1/1/2008",abqLib
"Thinks-- : a novel","Lodge, David, 1935-","1/1/2001",abqLib
"Netherland","O'Neill, Joseph, 1964-","1/1/2008",abqLib
"Acedia & me : a marriage, monks, and a writer's life","Norris, Kathleen, 1947-","1/1/2008",abqLib
"Outliers : the story of success","Gladwell, Malcolm, 1963-","1/1/2008",abqLib
"Things the grandchildren should know","Everett, Mark.","1/1/2008",abqLib
"Nothing to be frightened of","Barnes, Julian.","1/1/2008",abqLib
"The rough guide. Britain.","Barnes, Julian.","1/1/1996",abqLib
"Karen Brown's England, Wales & Scotland.","Barnes, Julian.","1/1/2006",abqLib
"The most beautiful country towns of England","Palmer, Hugh.","1/1/2005",abqLib
"The garden lover's guide to Britain","Taylor, Patrick, 1938-","1/1/1998",abqLib
"England.","Taylor, Patrick, 1938-","1/1/2001",abqLib
"Frommer's England.","Taylor, Patrick, 1938-","1/1/2004",abqLib
"Great Britain.","Taylor, Patrick, 1938-","1/1/2005",abqLib
"Rick Steves' England.","Taylor, Patrick, 1938-","1/1/2006",abqLib
"Rick Steves' Great Britain.","Taylor, Patrick, 1938-","1/1/2002",abqLib
"The history of Herodotus","Powell, J. Enoch (John Enoch), 1912-1998.","1/1/1967",abqLib
"A history of histories : epics, chronicles, romances, and inquiries from Herodotus and Thucydides to the twentieth century","Burrow, John.","1/1/2008",abqLib
"Travels with Herodotus","Kapuciski, Ryszard.","1/1/2007",abqLib
"Rick Steves' London.","Kapuciski, Ryszard.","1/1/1999",abqLib
"Great Britain.","Kapuciski, Ryszard.","1/1/1991",abqLib
"When you are engulfed in flames","Sedaris, David.","1/1/2008",abqLib
"Fun home : a family tragicomic","Bechdel, Alison, 1960-","1/1/2006",abqLib
"Have you seen? : a personal introduction to 1,000 films","Thomson, David, 1941-","1/1/2008",abqLib
"The secret lives of men and women : a PostSecret book","Thomson, David, 1941-","1/1/2007",abqLib
"A lifetime of secrets : a PostSecret book","Warren, Frank (Frank C.), 1964-","1/1/2007",abqLib
"Doing our own thing : the degradation of language and music and why we should, like, care","McWhorter, John H.","1/1/2003",abqLib
"The magician's book : a skeptic's adventures in Narnia","Miller, Laura, 1960-","1/1/2008",abqLib
"The new time travelers : a journey to the frontiers of physics","Toomey, David M.","1/1/2007",abqLib
"Garlic and sapphires","Reichl, Ruth.","1/1/2005",abqLib
"The X in sex : how the X chromosome controls our lives","Bainbridge, David.","1/1/2003",abqLib
"Our magnificent bastard tongue : the untold history of English","McWhorter, John H.","1/1/2008",abqLib
"Street gang : the complete history of Sesame Street","Davis, Michael, 1952-","1/1/2009",abqLib
"Black, white and Jewish : autobiography of a shifting self","Walker, Rebecca.","1/1/2001",abqLib
"U.S.! : a novel","Bachelder, Chris.","1/1/2006",abqLib
"The serpent and the rainbow","Davis, Wade.","1/1/1997",abqLib
"Live from New York : an uncensored history of Saturday night live","Shales, Tom.","1/1/2002",abqLib
"Birds of a feather","Winspear, Jacqueline, 1955-","1/1/2005",abqLib
"The braindead megaphone : essays","Saunders, George, 1958-","1/1/2007",abqLib
"Stealing MySpace : the battle to control the most popular website in America","Angwin, Julia.","1/1/2009",abqLib
"English landscapes","Talbot, Rob, 1958-","1/1/1995",abqLib
"West with the night","Markham, Beryl.","1/1/2004",abqLib
"Classical mythology : the Greeks","Meineck, Peter, 1967-","1/1/2004",abqLib
"A way with words. IV : understanding poetry","Drout, Michael D. C., 1968-","1/1/2008",abqLib
"Messenger of truth","Winspear, Jacqueline, 1955-","1/1/2006",abqLib
"Maisie Dobbs","Winspear, Jacqueline, 1955-","1/1/2005",abqLib
"Pardonable lies : [a Maisie Dobbs novel]","Winspear, Jacqueline, 1955-","1/1/2005",abqLib
"An incomplete revenge : a Maisie Dobbs novel","Winspear, Jacqueline, 1955-","1/1/2008",abqLib
"Prisoner of Trebekistan : a decade in Jeopardy!","Harris, Bob, 1963-","1/1/2006",abqLib
"Damned lies and statistics : untangling numbers from the media, politicians, and activists","Best, Joel.","1/1/2001",abqLib
"Cyrano de Bergerac [videorecording (DVD)]","Best, Joel.","1/1/2004",abqLib
"More damned lies and statistics : how numbers confuse public issues","Best, Joel.","1/1/2004",abqLib
"The rough guide to Spain.","Best, Joel.","1/1/2004",abqLib
"Rick Steves' Spain & Portugal.","Best, Joel.","1/1/1996",abqLib
"The numerati","Baker, Stephen, 1955 November 15-","1/1/2008",abqLib
"The shock doctrine : the rise of disaster capitalism","Klein, Naomi, 1970-","1/1/2007",abqLib
"Sex, time, and power : how women's sexuality shaped human evolution","Shlain, Leonard.","1/1/2003",abqLib
"Assisted loving : true tales of double dating with my dad","Morris, Bob, 1958-","1/1/2008",abqLib
"Worried all the time : overparenting in an age of anxiety and how to stop it","Anderegg, David, 1953-","1/1/2003",abqLib
"The naked detective : a novel","Shames, Laurence.","1/1/2000",abqLib
"American nerd : the story of my people","Nugent, Benjamin.","1/1/2008",abqLib
"The Jennifer morgue","Stross, Charles.","1/1/2006",abqLib
"The family man","Lipman, Elinor.","1/1/2009",abqLib
"Scavenger reef [sound recording (CASS)]","Shames, Laurence.","1/1/1998",abqLib
"Good Book : the bizarre, hilarious, disturbing, marvelous, and inspiring things I learned when I read every single word of the Bible","Plotz, David.","1/1/2009",abqLib
"Southern California.","Plotz, David.","1/1/2004",abqLib
"Coastal California.","Plotz, David.","1/1/2004",abqLib
"Frommer's ... California.","Plotz, David.","1/1/",abqLib
"Fodor's California.","Plotz, David.","1/1/1991",abqLib
"The Santa Fe & Taos book : a complete guide","Niederman, Sharon.","1/1/2006",abqLib
"New Mexico, off the beaten path.","Niederman, Sharon.","1/1/1991",abqLib
"The pleasures and sorrows of work","De Botton, Alain.","1/1/2009",abqLib
"Fodor's San Diego.","De Botton, Alain.","1/1/1989",abqLib
"Southwest USA.","De Botton, Alain.","1/1/2005",abqLib
"Southwest USA : the rough guide.","De Botton, Alain.","1/1/1997",abqLib
"Country roads of New Mexico : drives, day trips, and weekend excursions","Moore, Sally, 1936-","1/1/1999",abqLib
"Santa Fe, Taos, Albuquerque.","Moore, Sally, 1936-","1/1/2005",abqLib
"Hidden New Mexico.","Moore, Sally, 1936-","1/1/1997",abqLib
"Hidden Pacific Northwest : including Oregon, Washington, Vancouver, Victoria & coastal British Columbia","Moore, Sally, 1936-","1/1/2004",abqLib
"My booky wook : a memoir of sex, drugs, and stand-up","Brand, Russell, 1975-","1/1/2009",abqLib
"Insiders' guide to Portland, Oregon : including the metro area and Vancouver, Washington.","Brand, Russell, 1975-","1/1/2002",abqLib
"Fodor's Pacific Northwest.","Brand, Russell, 1975-","1/1/",abqLib
"Boogaloo on Second Avenue : a novel of pastry, guilt, and music","Kurlansky, Mark.","1/1/2005",abqLib
"Upanisads","Kurlansky, Mark.","1/1/1996",abqLib
"The iron tongue of midnight : the fourth baroque mystery","Myers, Beverle Graves.","1/1/2008",abqLib
"Big Foot stole my wife! : and other stories","Hess, Joan.","1/1/2003",abqLib
"Pop! : why bubbles are great for the economy","Gross, Daniel, 1967-","1/1/2007",abqLib
"The film club","Gilmour, David, 1949-","1/1/2008",abqLib
